Código,Reservatorio,Cota,Capacidade,Volume,VolumePercentual,DataInformacao
12172,EPITÁCIO PESSOA,,"411,69","331,272","80,47%",08/05/2012
12172,EPITÁCIO PESSOA,,"411,69","331,612","80,55%",07/05/2012
12172,EPITÁCIO PESSOA,,"411,69","331,953","80,63%",06/05/2012
12172,EPITÁCIO PESSOA,,"411,69","332,293","80,71%",05/05/2012
12172,EPITÁCIO PESSOA,,"411,69","332,633","80,80%",04/05/2012
12172,EPITÁCIO PESSOA,,"411,69","332,973","80,88%",03/05/2012
12172,EPITÁCIO PESSOA,,"411,69","333,313","80,96%",02/05/2012
12172,EPITÁCIO PESSOA,,"411,69","333,653","81,04%",01/05/2012
12172,EPITÁCIO PESSOA,"375,75","411,69","333,9931448","81,13%",30/04/2012
12172,EPITÁCIO PESSOA,,"411,69","334,673","81,29%",29/04/2012
12172,EPITÁCIO PESSOA,,"411,69","335,013","81,38%",28/04/2012
12172,EPITÁCIO PESSOA,,"411,69","335,354","81,46%",27/04/2012
12172,EPITÁCIO PESSOA,,"411,69","335,694","81,54%",26/04/2012
12172,EPITÁCIO PESSOA,,"411,69","336,034","81,62%",25/04/2012
12172,EPITÁCIO PESSOA,,"411,69","336,374","81,71%",24/04/2012
12172,EPITÁCIO PESSOA,,"411,69","337,054","81,87%",23/04/2012
12172,EPITÁCIO PESSOA,,"411,69","337,394","81,95%",22/04/2012
12172,EPITÁCIO PESSOA,,"411,69","337,734","82,04%",21/04/2012
12172,EPITÁCIO PESSOA,,"411,69","338,074","82,12%",20/04/2012
12172,EPITÁCIO PESSOA,,"411,69","338,414","82,20%",19/04/2012
12172,EPITÁCIO PESSOA,,"411,69","338,754","82,28%",18/04/2012
12172,EPITÁCIO PESSOA,,"411,69","339,095","82,37%",17/04/2012
12172,EPITÁCIO PESSOA,,"411,69","339,435","82,45%",16/04/2012
12172,EPITÁCIO PESSOA,,"411,69","339,775","82,53%",15/04/2012
12172,EPITÁCIO PESSOA,,"411,69","340,115","82,61%",14/04/2012
12172,EPITÁCIO PESSOA,,"411,69","340,455","82,70%",13/04/2012
12172,EPITÁCIO PESSOA,,"411,69","340,795","82,78%",12/04/2012
12172,EPITÁCIO PESSOA,,"411,69","341,475","82,94%",11/04/2012
12172,EPITÁCIO PESSOA,,"411,69","341,815","83,03%",10/04/2012
12172,EPITÁCIO PESSOA,,"411,69","342,496","83,19%",09/04/2012
12172,EPITÁCIO PESSOA,,"411,69","342,849","83,28%",08/04/2012
12172,EPITÁCIO PESSOA,,"411,69","343,203","83,36%",07/04/2012
12172,EPITÁCIO PESSOA,,"411,69","343,556","83,45%",06/04/2012
12172,EPITÁCIO PESSOA,,"411,69","343,91","83,54%",05/04/2012
12172,EPITÁCIO PESSOA,,"411,69","344,263","83,62%",04/04/2012
12172,EPITÁCIO PESSOA,,"411,69","344,617","83,71%",03/04/2012
12172,EPITÁCIO PESSOA,,"411,69","345,324","83,88%",02/04/2012
12172,EPITÁCIO PESSOA,,"411,69","345,677","83,97%",01/04/2012
12172,EPITÁCIO PESSOA,"376,1","411,69","346,0305679","84,05%",31/03/2012
12172,EPITÁCIO PESSOA,,"411,69","346,384","84,14%",30/03/2012
12172,EPITÁCIO PESSOA,,"411,69","347,091","84,31%",29/03/2012
12172,EPITÁCIO PESSOA,,"411,69","347,445","84,39%",28/03/2012
12172,EPITÁCIO PESSOA,,"411,69","347,798","84,48%",27/03/2012
12172,EPITÁCIO PESSOA,,"411,69","348,505","84,65%",26/03/2012
12172,EPITÁCIO PESSOA,,"411,69","348,505","84,65%",25/03/2012
12172,EPITÁCIO PESSOA,,"411,69","349,212","84,82%",24/03/2012
12172,EPITÁCIO PESSOA,,"411,69","349,566","84,91%",23/03/2012
12172,EPITÁCIO PESSOA,,"411,69","350,273","85,08%",22/03/2012
12172,EPITÁCIO PESSOA,,"411,69","350,626","85,17%",21/03/2012
12172,EPITÁCIO PESSOA,,"411,69","351,333","85,34%",20/03/2012
12172,EPITÁCIO PESSOA,,"411,69","351,687","85,43%",19/03/2012
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",18/03/2012
12172,EPITÁCIO PESSOA,,"411,69","352,747","85,68%",17/03/2012
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",16/03/2012
12172,EPITÁCIO PESSOA,,"411,69","353,808","85,94%",15/03/2012
12172,EPITÁCIO PESSOA,,"411,69","354,161","86,03%",14/03/2012
12172,EPITÁCIO PESSOA,,"411,69","354,515","86,11%",13/03/2012
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",12/03/2012
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",11/03/2012
12172,EPITÁCIO PESSOA,,"411,69","355,929","86,46%",10/03/2012
12172,EPITÁCIO PESSOA,,"411,69","356,636","86,63%",09/03/2012
12172,EPITÁCIO PESSOA,,"411,69","356,989","86,71%",08/03/2012
12172,EPITÁCIO PESSOA,,"411,69","357,343","86,80%",07/03/2012
12172,EPITÁCIO PESSOA,,"411,69","357,696","86,88%",06/03/2012
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",05/03/2012
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",04/03/2012
12172,EPITÁCIO PESSOA,,"411,69","359,11","87,23%",03/03/2012
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",02/03/2012
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",01/03/2012
12172,EPITÁCIO PESSOA,"376,52","411,69","360,8778321","87,66%",29/02/2012
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",28/02/2012
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",27/02/2012
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",26/02/2012
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",25/02/2012
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",24/02/2012
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",23/02/2012
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",22/02/2012
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",21/02/2012
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",20/02/2012
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",19/02/2012
12172,EPITÁCIO PESSOA,,"411,69","359,11","87,23%",18/02/2012
12172,EPITÁCIO PESSOA,,"411,69","359,11","87,23%",17/02/2012
12172,EPITÁCIO PESSOA,,"411,69","359,464","87,31%",16/02/2012
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",15/02/2012
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",14/02/2012
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",13/02/2012
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",12/02/2012
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",11/02/2012
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",10/02/2012
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",09/02/2012
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",08/02/2012
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",07/02/2012
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",06/02/2012
12172,EPITÁCIO PESSOA,,"411,69","363,706","88,34%",05/02/2012
12172,EPITÁCIO PESSOA,,"411,69","364,059","88,43%",04/02/2012
12172,EPITÁCIO PESSOA,,"411,69","364,413","88,52%",03/02/2012
12172,EPITÁCIO PESSOA,,"411,69","364,766","88,60%",02/02/2012
12172,EPITÁCIO PESSOA,,"411,69","365,12","88,69%",01/02/2012
12172,EPITÁCIO PESSOA,"376,65","411,69","365,4734139","88,77%",31/01/2012
12172,EPITÁCIO PESSOA,,"411,69","365,827","88,86%",30/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,18","88,95%",29/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",28/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",27/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",26/01/2012
12172,EPITÁCIO PESSOA,,"411,69","367,241","89,20%",25/01/2012
12172,EPITÁCIO PESSOA,,"411,69","367,241","89,20%",24/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",23/01/2012
12172,EPITÁCIO PESSOA,,"411,69","367,241","89,20%",22/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",21/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",20/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",19/01/2012
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",18/01/2012
12172,EPITÁCIO PESSOA,,"411,69","367,241","89,20%",17/01/2012
12172,EPITÁCIO PESSOA,,"411,69","367,594","89,29%",16/01/2012
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",15/01/2012
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",14/01/2012
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",13/01/2012
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",12/01/2012
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",11/01/2012
12172,EPITÁCIO PESSOA,,"411,69","370,069","89,89%",10/01/2012
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",09/01/2012
12172,EPITÁCIO PESSOA,,"411,69","370,776","90,06%",08/01/2012
12172,EPITÁCIO PESSOA,,"411,69","371,13","90,15%",07/01/2012
12172,EPITÁCIO PESSOA,,"411,69","371,483","90,23%",06/01/2012
12172,EPITÁCIO PESSOA,,"411,69","371,837","90,32%",05/01/2012
12172,EPITÁCIO PESSOA,,"411,69","372,544","90,49%",04/01/2012
12172,EPITÁCIO PESSOA,,"411,69","372,897","90,58%",03/01/2012
12172,EPITÁCIO PESSOA,,"411,69","372,897","90,58%",02/01/2012
12172,EPITÁCIO PESSOA,,"411,69","373,604","90,75%",01/01/2012
12172,EPITÁCIO PESSOA,"376,89","411,69","373,9575648","90,83%",31/12/2011
12172,EPITÁCIO PESSOA,,"411,69","374,311","90,92%",30/12/2011
12172,EPITÁCIO PESSOA,,"411,69","374,665","91,01%",29/12/2011
12172,EPITÁCIO PESSOA,,"411,69","375,018","91,09%",28/12/2011
12172,EPITÁCIO PESSOA,,"411,69","375,372","91,18%",27/12/2011
12172,EPITÁCIO PESSOA,,"411,69","375,725","91,26%",26/12/2011
12172,EPITÁCIO PESSOA,,"411,69","376,432","91,44%",25/12/2011
12172,EPITÁCIO PESSOA,,"411,69","376,786","91,52%",24/12/2011
12172,EPITÁCIO PESSOA,,"411,69","377,139","91,61%",23/12/2011
12172,EPITÁCIO PESSOA,,"411,69","377,493","91,69%",22/12/2011
12172,EPITÁCIO PESSOA,,"411,69","377,846","91,78%",21/12/2011
12172,EPITÁCIO PESSOA,,"411,69","378,212","91,87%",20/12/2011
12172,EPITÁCIO PESSOA,,"411,69","378,212","91,87%",19/12/2011
12172,EPITÁCIO PESSOA,,"411,69","378,579","91,96%",18/12/2011
12172,EPITÁCIO PESSOA,,"411,69","379,311","92,14%",17/12/2011
12172,EPITÁCIO PESSOA,,"411,69","379,677","92,22%",16/12/2011
12172,EPITÁCIO PESSOA,,"411,69","380,41","92,40%",15/12/2011
12172,EPITÁCIO PESSOA,,"411,69","380,776","92,49%",14/12/2011
12172,EPITÁCIO PESSOA,,"411,69","381,143","92,58%",13/12/2011
12172,EPITÁCIO PESSOA,,"411,69","381,509","92,67%",12/12/2011
12172,EPITÁCIO PESSOA,,"411,69","381,875","92,76%",11/12/2011
12172,EPITÁCIO PESSOA,,"411,69","382,241","92,85%",10/12/2011
12172,EPITÁCIO PESSOA,,"411,69","382,608","92,94%",09/12/2011
12172,EPITÁCIO PESSOA,,"411,69","382,974","93,02%",08/12/2011
12172,EPITÁCIO PESSOA,,"411,69","383,706","93,20%",07/12/2011
12172,EPITÁCIO PESSOA,,"411,69","384,073","93,29%",06/12/2011
12172,EPITÁCIO PESSOA,,"411,69","384,439","93,38%",05/12/2011
12172,EPITÁCIO PESSOA,,"411,69","384,805","93,47%",04/12/2011
12172,EPITÁCIO PESSOA,,"411,69","385,171","93,56%",03/12/2011
12172,EPITÁCIO PESSOA,,"411,69","385,538","93,65%",02/12/2011
12172,EPITÁCIO PESSOA,,"411,69","386,27","93,83%",01/12/2011
12172,EPITÁCIO PESSOA,"377,24","411,69","386,6364918","93,91%",30/11/2011
12172,EPITÁCIO PESSOA,,"411,69","387,003","94,00%",29/11/2011
12172,EPITÁCIO PESSOA,,"411,69","387,369","94,09%",28/11/2011
12172,EPITÁCIO PESSOA,,"411,69","387,735","94,18%",27/11/2011
12172,EPITÁCIO PESSOA,,"411,69","388,102","94,27%",26/11/2011
12172,EPITÁCIO PESSOA,,"411,69","388,468","94,36%",25/11/2011
12172,EPITÁCIO PESSOA,,"411,69","388,834","94,45%",24/11/2011
12172,EPITÁCIO PESSOA,,"411,69","389,2","94,54%",23/11/2011
12172,EPITÁCIO PESSOA,,"411,69","389,567","94,63%",22/11/2011
12172,EPITÁCIO PESSOA,,"411,69","389,933","94,72%",21/11/2011
12172,EPITÁCIO PESSOA,,"411,69","390,299","94,80%",20/11/2011
12172,EPITÁCIO PESSOA,,"411,69","390,665","94,89%",19/11/2011
12172,EPITÁCIO PESSOA,,"411,69","391,398","95,07%",18/11/2011
12172,EPITÁCIO PESSOA,,"411,69","391,764","95,16%",17/11/2011
12172,EPITÁCIO PESSOA,,"411,69","392,13","95,25%",16/11/2011
12172,EPITÁCIO PESSOA,,"411,69","392,497","95,34%",15/11/2011
12172,EPITÁCIO PESSOA,,"411,69","392,497","95,34%",14/11/2011
12172,EPITÁCIO PESSOA,,"411,69","392,497","95,34%",13/11/2011
12172,EPITÁCIO PESSOA,,"411,69","392,863","95,43%",12/11/2011
12172,EPITÁCIO PESSOA,,"411,69","392,863","95,43%",11/11/2011
12172,EPITÁCIO PESSOA,,"411,69","393,596","95,60%",10/11/2011
12172,EPITÁCIO PESSOA,,"411,69","393,962","95,69%",09/11/2011
12172,EPITÁCIO PESSOA,,"411,69","394,328","95,78%",08/11/2011
12172,EPITÁCIO PESSOA,,"411,69","394,694","95,87%",07/11/2011
12172,EPITÁCIO PESSOA,,"411,69","395,061","95,96%",06/11/2011
12172,EPITÁCIO PESSOA,,"411,69","395,427","96,05%",05/11/2011
12172,EPITÁCIO PESSOA,,"411,69","395,793","96,14%",04/11/2011
12172,EPITÁCIO PESSOA,,"411,69","396,159","96,23%",03/11/2011
12172,EPITÁCIO PESSOA,,"411,69","396,526","96,32%",02/11/2011
12172,EPITÁCIO PESSOA,,"411,69","396,892","96,41%",01/11/2011
12172,EPITÁCIO PESSOA,"377,53","411,69","397,2581742","96,49%",31/10/2011
12172,EPITÁCIO PESSOA,,"411,69","397,624","96,58%",30/10/2011
12172,EPITÁCIO PESSOA,,"411,69","397,991","96,67%",29/10/2011
12172,EPITÁCIO PESSOA,,"411,69","398,382","96,77%",28/10/2011
12172,EPITÁCIO PESSOA,,"411,69","398,773","96,86%",27/10/2011
12172,EPITÁCIO PESSOA,,"411,69","399,556","97,05%",26/10/2011
12172,EPITÁCIO PESSOA,,"411,69","399,947","97,15%",25/10/2011
12172,EPITÁCIO PESSOA,,"411,69","399,947","97,15%",24/10/2011
12172,EPITÁCIO PESSOA,,"411,69","400,339","97,24%",23/10/2011
12172,EPITÁCIO PESSOA,,"411,69","400,73","97,34%",22/10/2011
12172,EPITÁCIO PESSOA,,"411,69","401,121","97,43%",21/10/2011
12172,EPITÁCIO PESSOA,,"411,69","401,512","97,53%",20/10/2011
12172,EPITÁCIO PESSOA,,"411,69","401,904","97,62%",19/10/2011
12172,EPITÁCIO PESSOA,,"411,69","402,295","97,72%",18/10/2011
12172,EPITÁCIO PESSOA,,"411,69","402,295","97,72%",17/10/2011
12172,EPITÁCIO PESSOA,,"411,69","402,686","97,81%",16/10/2011
12172,EPITÁCIO PESSOA,,"411,69","403,078","97,91%",15/10/2011
12172,EPITÁCIO PESSOA,,"411,69","403,469","98,00%",14/10/2011
12172,EPITÁCIO PESSOA,,"411,69","403,86","98,10%",13/10/2011
12172,EPITÁCIO PESSOA,,"411,69","403,86","98,10%",12/10/2011
12172,EPITÁCIO PESSOA,,"411,69","404,252","98,19%",11/10/2011
12172,EPITÁCIO PESSOA,,"411,69","404,643","98,29%",10/10/2011
12172,EPITÁCIO PESSOA,,"411,69","405,034","98,38%",09/10/2011
12172,EPITÁCIO PESSOA,,"411,69","405,425","98,48%",08/10/2011
12172,EPITÁCIO PESSOA,,"411,69","405,817","98,57%",07/10/2011
12172,EPITÁCIO PESSOA,,"411,69","406,208","98,67%",06/10/2011
12172,EPITÁCIO PESSOA,,"411,69","406,991","98,86%",05/10/2011
12172,EPITÁCIO PESSOA,,"411,69","407,382","98,95%",04/10/2011
12172,EPITÁCIO PESSOA,,"411,69","407,773","99,05%",03/10/2011
12172,EPITÁCIO PESSOA,,"411,69","408,165","99,14%",02/10/2011
12172,EPITÁCIO PESSOA,,"411,69","408,556","99,24%",01/10/2011
12172,EPITÁCIO PESSOA,"377,83","411,69","408,9471704","99,33%",30/09/2011
12172,EPITÁCIO PESSOA,,"411,69","409,338","99,43%",29/09/2011
12172,EPITÁCIO PESSOA,,"411,69","409,73","99,52%",28/09/2011
12172,EPITÁCIO PESSOA,,"411,69","409,73","99,52%",27/09/2011
12172,EPITÁCIO PESSOA,,"411,69","410,121","99,62%",26/09/2011
12172,EPITÁCIO PESSOA,,"411,69","410,512","99,71%",25/09/2011
12172,EPITÁCIO PESSOA,,"411,69","410,904","99,81%",24/09/2011
12172,EPITÁCIO PESSOA,,"411,69","411,295","99,90%",23/09/2011
12172,EPITÁCIO PESSOA,"378,08","411,69","418,9352873","101,76%",31/08/2011
12172,EPITÁCIO PESSOA,"378,26","411,69","426,2455538","103,54%",31/07/2011
12172,EPITÁCIO PESSOA,"378,19","411,69","423,4026724","102,85%",30/06/2011
12172,EPITÁCIO PESSOA,"378,44","411,69","433,6636861","105,34%",31/05/2011
12172,EPITÁCIO PESSOA,"378,72","411,69","445,4127421","108,19%",30/04/2011
12172,EPITÁCIO PESSOA,"378,42","411,69","432,8244678","105,13%",31/03/2011
12172,EPITÁCIO PESSOA,,"411,69","411,295","99,90%",05/03/2011
12172,EPITÁCIO PESSOA,,"411,69","410,512","99,71%",04/03/2011
12172,EPITÁCIO PESSOA,,"411,69","405,817","98,57%",03/03/2011
12172,EPITÁCIO PESSOA,,"411,69","388,102","94,27%",02/03/2011
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",01/03/2011
12172,EPITÁCIO PESSOA,"376,69","411,69","366,887439","89,12%",28/02/2011
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",27/02/2011
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",26/02/2011
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",25/02/2011
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",24/02/2011
12172,EPITÁCIO PESSOA,,"411,69","349,919","85,00%",23/02/2011
12172,EPITÁCIO PESSOA,,"411,69","348,859","84,74%",22/02/2011
12172,EPITÁCIO PESSOA,,"411,69","345,324","83,88%",21/02/2011
12172,EPITÁCIO PESSOA,,"411,69","331,272","80,47%",20/02/2011
12172,EPITÁCIO PESSOA,,"411,69","331,272","80,47%",19/02/2011
12172,EPITÁCIO PESSOA,,"411,69","331,612","80,55%",18/02/2011
12172,EPITÁCIO PESSOA,,"411,69","331,612","80,55%",17/02/2011
12172,EPITÁCIO PESSOA,,"411,69","331,272","80,47%",16/02/2011
12172,EPITÁCIO PESSOA,,"411,69","329,572","80,05%",15/02/2011
12172,EPITÁCIO PESSOA,,"411,69","324,471","78,81%",14/02/2011
12172,EPITÁCIO PESSOA,,"411,69","324,471","78,81%",13/02/2011
12172,EPITÁCIO PESSOA,,"411,69","324,811","78,90%",12/02/2011
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",11/02/2011
12172,EPITÁCIO PESSOA,,"411,69","325,491","79,06%",10/02/2011
12172,EPITÁCIO PESSOA,,"411,69","325,831","79,14%",09/02/2011
12172,EPITÁCIO PESSOA,,"411,69","326,171","79,23%",08/02/2011
12172,EPITÁCIO PESSOA,,"411,69","326,511","79,31%",07/02/2011
12172,EPITÁCIO PESSOA,,"411,69","326,511","79,31%",06/02/2011
12172,EPITÁCIO PESSOA,,"411,69","326,511","79,31%",05/02/2011
12172,EPITÁCIO PESSOA,,"411,69","326,851","79,39%",04/02/2011
12172,EPITÁCIO PESSOA,,"411,69","326,851","79,39%",03/02/2011
12172,EPITÁCIO PESSOA,,"411,69","327,191","79,48%",02/02/2011
12172,EPITÁCIO PESSOA,,"411,69","327,531","79,56%",01/02/2011
12172,EPITÁCIO PESSOA,"375,57","411,69","327,8714454","79,64%",31/01/2011
12172,EPITÁCIO PESSOA,,"411,69","328,212","79,72%",30/01/2011
12172,EPITÁCIO PESSOA,,"411,69","328,212","79,72%",29/01/2011
12172,EPITÁCIO PESSOA,,"411,69","328,212","79,72%",28/01/2011
12172,EPITÁCIO PESSOA,,"411,69","328,212","79,72%",27/01/2011
12172,EPITÁCIO PESSOA,,"411,69","327,871","79,64%",26/01/2011
12172,EPITÁCIO PESSOA,,"411,69","327,191","79,48%",25/01/2011
12172,EPITÁCIO PESSOA,,"411,69","324,471","78,81%",24/01/2011
12172,EPITÁCIO PESSOA,,"411,69","319,369","77,58%",23/01/2011
12172,EPITÁCIO PESSOA,,"411,69","316,648","76,91%",22/01/2011
12172,EPITÁCIO PESSOA,,"411,69","315,288","76,58%",21/01/2011
12172,EPITÁCIO PESSOA,,"411,69","315,628","76,67%",20/01/2011
12172,EPITÁCIO PESSOA,,"411,69","316,308","76,83%",19/01/2011
12172,EPITÁCIO PESSOA,,"411,69","316,308","76,83%",18/01/2011
12172,EPITÁCIO PESSOA,,"411,69","316,648","76,91%",17/01/2011
12172,EPITÁCIO PESSOA,,"411,69","316,988","77,00%",16/01/2011
12172,EPITÁCIO PESSOA,,"411,69","317,329","77,08%",15/01/2011
12172,EPITÁCIO PESSOA,,"411,69","317,669","77,16%",14/01/2011
12172,EPITÁCIO PESSOA,,"411,69","318,009","77,24%",13/01/2011
12172,EPITÁCIO PESSOA,,"411,69","318,009","77,24%",12/01/2011
12172,EPITÁCIO PESSOA,,"411,69","318,009","77,24%",11/01/2011
12172,EPITÁCIO PESSOA,,"411,69","317,329","77,08%",10/01/2011
12172,EPITÁCIO PESSOA,,"411,69","317,669","77,16%",09/01/2011
12172,EPITÁCIO PESSOA,,"411,69","318,009","77,24%",08/01/2011
12172,EPITÁCIO PESSOA,,"411,69","318,689","77,41%",07/01/2011
12172,EPITÁCIO PESSOA,,"411,69","319,029","77,49%",06/01/2011
12172,EPITÁCIO PESSOA,,"411,69","319,369","77,58%",05/01/2011
12172,EPITÁCIO PESSOA,,"411,69","319,709","77,66%",04/01/2011
12172,EPITÁCIO PESSOA,,"411,69","320,049","77,74%",03/01/2011
12172,EPITÁCIO PESSOA,,"411,69","320,389","77,82%",02/01/2011
12172,EPITÁCIO PESSOA,,"411,69","320,729","77,91%",01/01/2011
12172,EPITÁCIO PESSOA,"375,37","411,69","321,0695572","77,99%",31/12/2010
12172,EPITÁCIO PESSOA,,"411,69","321,41","78,07%",30/12/2010
12172,EPITÁCIO PESSOA,,"411,69","322,09","78,24%",29/12/2010
12172,EPITÁCIO PESSOA,,"411,69","322,43","78,32%",28/12/2010
12172,EPITÁCIO PESSOA,,"411,69","322,77","78,40%",27/12/2010
12172,EPITÁCIO PESSOA,,"411,69","323,11","78,48%",26/12/2010
12172,EPITÁCIO PESSOA,,"411,69","323,45","78,57%",25/12/2010
12172,EPITÁCIO PESSOA,,"411,69","323,79","78,65%",24/12/2010
12172,EPITÁCIO PESSOA,,"411,69","324,13","78,73%",23/12/2010
12172,EPITÁCIO PESSOA,,"411,69","324,471","78,81%",22/12/2010
12172,EPITÁCIO PESSOA,,"411,69","324,811","78,90%",21/12/2010
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",20/12/2010
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",19/12/2010
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",18/12/2010
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",17/12/2010
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",16/12/2010
12172,EPITÁCIO PESSOA,,"411,69","325,831","79,14%",15/12/2010
12172,EPITÁCIO PESSOA,,"411,69","326,171","79,23%",14/12/2010
12172,EPITÁCIO PESSOA,,"411,69","326,511","79,31%",13/12/2010
12172,EPITÁCIO PESSOA,,"411,69","326,511","79,31%",12/12/2010
12172,EPITÁCIO PESSOA,,"411,69","326,851","79,39%",11/12/2010
12172,EPITÁCIO PESSOA,,"411,69","327,191","79,48%",10/12/2010
12172,EPITÁCIO PESSOA,,"411,69","327,531","79,56%",09/12/2010
12172,EPITÁCIO PESSOA,,"411,69","327,871","79,64%",08/12/2010
12172,EPITÁCIO PESSOA,,"411,69","328,212","79,72%",07/12/2010
12172,EPITÁCIO PESSOA,,"411,69","328,552","79,81%",06/12/2010
12172,EPITÁCIO PESSOA,,"411,69","328,892","79,89%",05/12/2010
12172,EPITÁCIO PESSOA,,"411,69","329,572","80,05%",04/12/2010
12172,EPITÁCIO PESSOA,,"411,69","329,912","80,14%",03/12/2010
12172,EPITÁCIO PESSOA,,"411,69","330,252","80,22%",02/12/2010
12172,EPITÁCIO PESSOA,,"411,69","330,592","80,30%",01/12/2010
12172,EPITÁCIO PESSOA,"375,67","411,69","331,2723895","80,47%",30/11/2010
12172,EPITÁCIO PESSOA,,"411,69","331,612","80,55%",29/11/2010
12172,EPITÁCIO PESSOA,,"411,69","331,953","80,63%",28/11/2010
12172,EPITÁCIO PESSOA,,"411,69","332,293","80,71%",27/11/2010
12172,EPITÁCIO PESSOA,,"411,69","332,633","80,80%",26/11/2010
12172,EPITÁCIO PESSOA,,"411,69","333,313","80,96%",25/11/2010
12172,EPITÁCIO PESSOA,,"411,69","333,653","81,04%",24/11/2010
12172,EPITÁCIO PESSOA,,"411,69","333,993","81,13%",23/11/2010
12172,EPITÁCIO PESSOA,,"411,69","334,333","81,21%",22/11/2010
12172,EPITÁCIO PESSOA,,"411,69","335,013","81,38%",21/11/2010
12172,EPITÁCIO PESSOA,,"411,69","335,354","81,46%",20/11/2010
12172,EPITÁCIO PESSOA,,"411,69","335,694","81,54%",19/11/2010
12172,EPITÁCIO PESSOA,,"411,69","336,374","81,71%",18/11/2010
12172,EPITÁCIO PESSOA,,"411,69","336,714","81,79%",17/11/2010
12172,EPITÁCIO PESSOA,,"411,69","337,054","81,87%",16/11/2010
12172,EPITÁCIO PESSOA,,"411,69","337,394","81,95%",15/11/2010
12172,EPITÁCIO PESSOA,,"411,69","337,734","82,04%",14/11/2010
12172,EPITÁCIO PESSOA,,"411,69","338,074","82,12%",13/11/2010
12172,EPITÁCIO PESSOA,,"411,69","338,414","82,20%",12/11/2010
12172,EPITÁCIO PESSOA,,"411,69","338,754","82,28%",11/11/2010
12172,EPITÁCIO PESSOA,,"411,69","339,435","82,45%",10/11/2010
12172,EPITÁCIO PESSOA,,"411,69","339,775","82,53%",09/11/2010
12172,EPITÁCIO PESSOA,,"411,69","340,115","82,61%",08/11/2010
12172,EPITÁCIO PESSOA,,"411,69","340,795","82,78%",07/11/2010
12172,EPITÁCIO PESSOA,,"411,69","341,135","82,86%",06/11/2010
